Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HIT_K2,Coverage (%) HIT_K4,Coverage (%) HIT_K6,Coverage (%) HCA_K2,Coverage (%) HCA_K4,Coverage (%) HCA_K6,Area HIT_K2,Area HIT_K4,Area HIT_K6,Area HCA_K2,Area HCA_K4,Area HCA_K6,#Peptides,#Unique,#Spec HIT_K2,#Spec HIT_K4,#Spec HIT_K6,#Spec HCA_K2,#Spec HCA_K4,#Spec HCA_K6,PTM,Avg. Mass,Description
3632,7358,Q16637|SMN_HUMAN,62.92,6,0,6,6,6,0,0,,5.5053E2,1.7638E3,1.2425E3,,,1,1,0,1,3,2,0,0,,31849,Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1
3871,10628,Q8ND56|LS14A_HUMAN,62.90,4,0,0,0,0,2,4,,,,,1.0483E3,2.2733E3,2,2,0,0,0,0,1,2,,50530,Protein LSM14 homolog A OS=Homo sapiens OX=9606 GN=LSM14A PE=1 SV=3
3713,6047,Q7Z6K5|ARPIN_HUMAN,62.83,9,4,0,5,4,5,5,1.147E2,,5.3467E2,0,4.2457E2,2.4358E2,2,2,1,0,1,1,1,1,,24943,Arpin OS=Homo sapiens OX=9606 GN=ARPIN PE=1 SV=1
4554,7326,Q8NFF5|FAD1_HUMAN,62.72,6,0,0,6,0,0,0,,,0,,,,1,1,0,0,1,0,0,0,,65266,FAD synthase OS=Homo sapiens OX=9606 GN=FLAD1 PE=1 SV=1
3526,15172,Q5SNT2|TM201_HUMAN,62.69,1,1,1,1,1,0,1,6.3765E2,6.0829E2,1.5321E3,3.127E2,,3.8803E2,1,1,1,2,3,1,0,1,,72236,Transmembrane protein 201 OS=Homo sapiens OX=9606 GN=TMEM201 PE=1 SV=1
3534,4497,Q12778|FOXO1_HUMAN,62.57,2,2,2,2,2,0,0,1.1467E3,5.6359E2,5.4681E2,1.1923E3,,,1,1,2,2,1,2,0,0,,69662,Forkhead box protein O1 OS=Homo sapiens OX=9606 GN=FOXO1 PE=1 SV=2
3534,5688,A8MYZ6|FOXO6_HUMAN,62.57,3,3,3,3,3,0,0,1.1467E3,5.6359E2,5.4681E2,1.1923E3,,,1,1,2,2,1,2,0,0,,50595,Forkhead box protein O6 OS=Homo sapiens OX=9606 GN=FOXO6 PE=1 SV=1
3558,4104,Q9Y2U8|MAN1_HUMAN,62.57,2,2,0,0,2,2,2,0,,,8.1555E1,1.1537E2,1.8646E2,1,1,1,0,0,2,1,3,,99997,Inner nuclear membrane protein Man1 OS=Homo sapiens OX=9606 GN=LEMD3 PE=1 SV=2
3756,3911,Q99700|ATX2_HUMAN,62.37,1,0,1,1,0,0,0,,1.6459E3,1.1114E3,,,,1,1,0,3,1,0,0,0,,140283,Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=2
3902,2972,Q9UNX4|WDR3_HUMAN,62.26,3,0,0,0,1,2,0,,,,3.161E2,1.755E2,,2,2,0,0,0,1,2,0,Carbamidomethylation,106099,WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1
3416,3752,Q8IWZ8|SUGP1_HUMAN,62.19,3,3,0,3,3,3,3,1.028E2,,1.0516E2,9.2423E2,5.7952E2,3.2681E2,1,1,2,0,1,3,2,1,,72471,SURP and G-patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUGP1 PE=1 SV=2
4061,4810,Q86TV6|TTC7B_HUMAN,62.16,1,0,0,1,0,0,0,,,3.9831E2,,,,1,1,0,0,2,0,0,0,,94179,Tetratricopeptide repeat protein 7B OS=Homo sapiens OX=9606 GN=TTC7B PE=1 SV=3
3685,3943,Q13287|NMI_HUMAN,62.12,7,0,0,0,7,0,3,,,,6.8334E2,,9.5119E2,2,2,0,0,0,3,0,2,Carbamidomethylation,35057,N-myc-interactor OS=Homo sapiens OX=9606 GN=NMI PE=1 SV=2
3950,12109,Q9Y421|FA32A_HUMAN,62.10,12,0,0,0,12,12,12,,,,3.8278E2,2.9534E2,3.7373E2,1,1,0,0,0,1,1,1,,13178,Protein FAM32A OS=Homo sapiens OX=9606 GN=FAM32A PE=1 SV=2
4072,3876,O43310|CTIF_HUMAN,62.09,4,0,2,0,0,2,0,,1.9054E2,,,1.6585E2,,2,2,0,1,0,0,1,0,Carbamidomethylation,67587,CBP80/20-dependent translation initiation factor OS=Homo sapiens OX=9606 GN=CTIF PE=1 SV=1
3521,15104,Q9BZL1|UBL5_HUMAN,62.01,16,0,0,0,16,16,16,,,,2.0467E3,1.6198E3,9.7115E2,1,1,0,0,0,3,3,2,Carbamidomethylation,8547,Ubiquitin-like protein 5 OS=Homo sapiens OX=9606 GN=UBL5 PE=1 SV=1
3834,10636,Q9NZC3|GDE1_HUMAN,61.99,7,0,0,0,2,0,7,,,,7.3931E2,,9.8589E2,2,2,0,0,0,2,0,2,,37718,Glycerophosphodiester phosphodiesterase 1 OS=Homo sapiens OX=9606 GN=GDE1 PE=1 SV=1
4390,6304,O94822|LTN1_HUMAN,61.98,1,0,1,0,0,0,0,,2.5151E2,,,,,1,1,0,1,0,0,0,0,,200550,E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=6
3926,3380,Q8WUI4|HDAC7_HUMAN,61.86,3,0,1,1,1,0,0,,5.599E2,5.7461E2,3.0603E2,,,2,2,0,1,1,1,0,0,,102927,Histone deacetylase 7 OS=Homo sapiens OX=9606 GN=HDAC7 PE=1 SV=2
3308,15119,O95169|NDUB8_HUMAN,61.84,6,6,6,6,0,0,6,8.4112E3,6.4239E3,8.2547E3,,,4.8385E3,1,1,3,3,5,0,0,1,,21766,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB8 PE=1 SV=1
3911,3492,Q9BU61|NDUF3_HUMAN,61.68,18,0,0,5,12,0,12,,,1.7216E2,1.0712E3,,8.9054E2,2,2,0,0,1,1,0,1,,20350,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Homo sapiens OX=9606 GN=NDUFAF3 PE=1 SV=1
3808,8127,Q7LGA3|HS2ST_HUMAN,61.64,4,0,0,4,4,0,4,,,2.9216E2,4.2185E2,,3.9348E2,1,1,0,0,1,1,0,2,Carbamidomethylation,41881,Heparan sulfate 2-O-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=HS2ST1 PE=1 SV=1
4063,6357,Q00013|EM55_HUMAN,61.64,4,0,4,4,0,0,0,,1.5947E2,1.3756E2,,,,1,1,0,1,1,0,0,0,Carbamidomethylation,52297,55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2
3974,10613,Q6GMV2|SMYD5_HUMAN,61.52,6,6,0,4,0,0,0,3.564E2,,8.1669E1,,,,2,2,2,0,1,0,0,0,Carbamidomethylation,47341,SET and MYND domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=2
4691,13458,P15907|SIAT1_HUMAN,61.50,4,4,0,0,0,0,0,6.7864E2,,,,,,1,1,1,0,0,0,0,0,,46605,Beta-galactoside alpha-2 6-sialyltransferase 1 OS=Homo sapiens OX=9606 GN=ST6GAL1 PE=1 SV=1
4671,12595,O43752|STX6_HUMAN,61.18,5,0,0,0,0,5,0,,,,,0,,1,1,0,0,0,0,1,0,,29176,Syntaxin-6 OS=Homo sapiens OX=9606 GN=STX6 PE=1 SV=1
3737,15105,O14957|QCR10_HUMAN,60.86,21,0,21,21,0,0,0,,1.0247E3,4.3565E2,,,,1,1,0,4,1,0,0,0,Deamidation (NQ),6570,Cytochrome b-c1 complex subunit 10 OS=Homo sapiens OX=9606 GN=UQCR11 PE=1 SV=1
4461,6235,O15439|MRP4_HUMAN,60.68,1,0,0,1,0,0,0,,,1.1866E2,,,,1,1,0,0,1,0,0,0,,149526,Multidrug resistance-associated protein 4 OS=Homo sapiens OX=9606 GN=ABCC4 PE=1 SV=3
4364,5088,Q86UU1|PHLB1_HUMAN,60.66,1,0,0,1,0,0,0,,,0,,,,1,1,0,0,1,0,0,0,,151161,Pleckstrin homology-like domain family B member 1 OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1
4685,12636,Q9NRA8|4ET_HUMAN,60.59,1,0,0,0,1,0,0,,,,1.4032E2,,,1,1,0,0,0,1,0,0,Carbamidomethylation,108201,Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens OX=9606 GN=EIF4ENIF1 PE=1 SV=2
3457,12648,Q7Z3B1|NEGR1_HUMAN,60.55,4,0,0,0,4,4,4,,,,1.4468E3,4.3358E2,2.7892E2,1,1,0,0,0,6,2,1,,38719,Neuronal growth regulator 1 OS=Homo sapiens OX=9606 GN=NEGR1 PE=1 SV=3
4422,4423,Q9NZM3|ITSN2_HUMAN,60.45,1,0,0,0,1,0,0,,,,5.7951E2,,,1,1,0,0,0,1,0,0,,193460,Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3
4007,2819,Q7L2E3|DHX30_HUMAN,60.39,2,0,0,0,1,1,0,,,,6.7104E2,3.2579E2,,2,2,0,0,0,1,1,0,,133938,ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1
4129,13478,Q11201|SIA4A_HUMAN,60.26,8,8,8,0,0,0,0,0,4.0542E1,,,,,1,1,1,1,0,0,0,0,,39075,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2 3-sialyltransferase 1 OS=Homo sapiens OX=9606 GN=ST3GAL1 PE=1 SV=1
4689,13376,Q8TDH9|BL1S5_HUMAN,60.19,6,0,0,0,6,0,0,,,,1.5852E2,,,1,1,0,0,0,1,0,0,,21609,Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Homo sapiens OX=9606 GN=BLOC1S5 PE=1 SV=1
3064,15106,P30047|GFRP_HUMAN,60.02,21,21,21,21,21,21,21,1.4123E3,1.6202E3,1.7208E3,3.9399E2,3.2144E2,1.1084E3,1,1,2,3,8,1,1,3,Carbamidomethylation,9698,GTP cyclohydrolase 1 feedback regulatory protein OS=Homo sapiens OX=9606 GN=GCHFR PE=1 SV=3
3502,6242,O75167|PHAR2_HUMAN,60.01,2,2,2,2,0,0,0,1.1092E3,4.1097E2,7.0872E2,,,,1,1,4,1,3,0,0,0,,69700,Phosphatase and actin regulator 2 OS=Homo sapiens OX=9606 GN=PHACTR2 PE=1 SV=2
3967,14125,Q8IY31|IFT20_HUMAN,60.00,11,0,0,0,0,11,0,,,,,6.8332E2,,1,1,0,0,0,0,3,0,,15281,Intraflagellar transport protein 20 homolog OS=Homo sapiens OX=9606 GN=IFT20 PE=1 SV=1
3082,3863,O95140|MFN2_HUMAN,59.99,2,2,2,2,0,2,2,6.0001E2,3.5715E2,8.5962E2,,1.0861E3,6.3553E2,1,1,5,3,4,0,3,2,Carbamidomethylation,86402,Mitofusin-2 OS=Homo sapiens OX=9606 GN=MFN2 PE=1 SV=3
3025,14300,Q07817|B2CL1_HUMAN,59.88,4,4,4,4,4,4,4,3.8287E3,3.6258E3,3.25E3,6.1326E3,6.0759E3,5.2017E3,1,1,3,3,5,2,2,4,,26049,Bcl-2-like protein 1 OS=Homo sapiens OX=9606 GN=BCL2L1 PE=1 SV=1
3717,9286,O60476|MA1A2_HUMAN,59.81,2,0,2,2,0,0,0,,4.2939E2,9.2752E2,,,,1,1,0,1,4,0,0,0,,73004,Mannosyl-oligosaccharide 1 2-alpha-mannosidase IB OS=Homo sapiens OX=9606 GN=MAN1A2 PE=1 SV=1
4094,5650,Q9NZV5|SELN_HUMAN,59.73,3,0,3,0,0,3,0,,0,,,0,,1,1,0,1,0,0,1,0,,65813,Selenoprotein N OS=Homo sapiens OX=9606 GN=SELENON PE=1 SV=5
3568,5447,Q10469|MGAT2_HUMAN,59.66,4,4,0,4,0,4,0,3.1496E2,,9.6498E2,,1.7448E2,,1,1,2,0,4,0,1,0,Carbamidomethylation,51550,Alpha-1 6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=MGAT2 PE=1 SV=1
4069,6033,O75071|EFC14_HUMAN,59.66,4,0,4,0,0,0,0,,1.2665E3,,,,,1,1,0,2,0,0,0,0,,55032,EF-hand calcium-binding domain-containing protein 14 OS=Homo sapiens OX=9606 GN=EFCAB14 PE=1 SV=1
4548,5951,Q01804|OTUD4_HUMAN,59.54,1,0,0,0,0,0,1,,,,,,2.8833E2,1,1,0,0,0,0,0,1,,124045,OTU domain-containing protein 4 OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=4
3604,3765,Q14624|ITIH4_HUMAN,59.53,2,1,0,0,1,2,1,6.0553E2,,,1.811E3,1.41E3,8.6536E2,2,2,1,0,0,2,2,1,,103357,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4
3738,15113,Q96CG8|CTHR1_HUMAN,59.46,5,5,5,0,0,0,0,1.2061E3,4.1799E2,,,,,1,1,4,1,0,0,0,0,,26224,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=CTHRC1 PE=1 SV=1
4130,15111,P63218|GBG5_HUMAN,59.38,16,16,0,0,0,0,0,1.0592E3,,,,,,1,1,2,0,0,0,0,0,Acetylation (Protein N-term),7318,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens OX=9606 GN=GNG5 PE=1 SV=3
4706,15107,P60520|GBRL2_HUMAN,59.02,15,15,0,0,0,0,0,1.068E2,,,,,,1,1,1,0,0,0,0,0,,13667,Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Homo sapiens OX=9606 GN=GABARAPL2 PE=1 SV=1
4482,5889,P01031|CO5_HUMAN,58.99,1,0,0,0,0,1,0,,,,,0,,1,1,0,0,0,0,1,0,,188304,Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4
4082,11984,Q9HC07|TM165_HUMAN,58.76,6,0,0,0,0,6,0,,,,,1.0578E3,,1,1,0,0,0,0,2,0,,34906,Transmembrane protein 165 OS=Homo sapiens OX=9606 GN=TMEM165 PE=1 SV=1
3708,9472,Q02127|PYRD_HUMAN,58.71,3,3,3,0,0,3,3,2.1654E2,3.0565E2,,,3.8998E2,1.1694E2,1,1,2,1,0,0,1,1,,42867,Dihydroorotate dehydrogenase (quinone)  mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3
2750,5527,Q96BJ3|AIDA_HUMAN,58.51,4,4,4,4,4,4,4,2.3971E3,2.7421E3,3.0554E3,3.4192E3,2.2737E3,2.4219E3,1,1,4,5,3,8,4,3,,35023,Axin interactor  dorsalization-associated protein OS=Homo sapiens OX=9606 GN=AIDA PE=1 SV=1
3659,3218,Q8WXH0|SYNE2_HUMAN,58.46,0,0,0,0,0,0,0,,1.3587E2,5.1661E1,0,1.4493E2,,1,1,0,1,2,1,1,0,,796457,Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=3
3868,4777,P57678|GEMI4_HUMAN,58.36,2,0,0,2,0,0,2,,,6.0626E3,,,5.175E2,2,2,0,0,2,0,0,1,Carbamidomethylation; Deamidation (NQ),120037,Gem-associated protein 4 OS=Homo sapiens OX=9606 GN=GEMIN4 PE=1 SV=2
3453,7772,Q7Z4G1|COMD6_HUMAN,58.20,13,0,13,0,13,13,13,,9.1073E2,,1.7821E3,1.7506E3,1.8434E3,1,1,0,2,0,2,3,2,Carbamidomethylation,9638,COMM domain-containing protein 6 OS=Homo sapiens OX=9606 GN=COMMD6 PE=1 SV=1
4707,15112,Q9UK45|LSM7_HUMAN,58.15,30,0,0,0,30,0,0,,,,0,,,1,1,0,0,0,1,0,0,,11602,U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens OX=9606 GN=LSM7 PE=1 SV=1
4626,15116,Q8N5W9|RFLB_HUMAN,58.02,6,0,0,0,6,0,0,,,,6.4876E2,,,1,1,0,0,0,1,0,0,,22882,Refilin-B OS=Homo sapiens OX=9606 GN=RFLNB PE=1 SV=1
4518,6091,Q5HYW2|NHSL2_HUMAN,57.86,1,1,0,0,0,0,0,1.1388E2,,,,,,1,1,1,0,0,0,0,0,,133285,NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=2
4539,4503,Q8IZF2|AGRF5_HUMAN,57.84,1,0,0,1,0,0,0,,,2.9215E2,,,,1,1,0,0,1,0,0,0,,149457,Adhesion G protein-coupled receptor F5 OS=Homo sapiens OX=9606 GN=ADGRF5 PE=1 SV=3
3693,4129,Q86UE8|TLK2_HUMAN,57.80,1,0,0,1,0,1,1,,,3.8002E2,,5.8139E2,7.4507E2,1,1,0,0,1,0,2,2,,87661,Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2
3693,6071,Q9UKI8|TLK1_HUMAN,57.80,1,0,0,1,0,1,1,,,3.8002E2,,5.8139E2,7.4507E2,1,1,0,0,1,0,2,2,,86700,Serine/threonine-protein kinase tousled-like 1 OS=Homo sapiens OX=9606 GN=TLK1 PE=1 SV=2
3969,14178,P23297|S10A1_HUMAN,57.76,22,0,0,0,0,22,22,,,,,6.7994E1,0,1,1,0,0,0,0,2,1,Acetylation (Protein N-term),10546,Protein S100-A1 OS=Homo sapiens OX=9606 GN=S100A1 PE=1 SV=2
3577,7168,Q8IXH7|NELFD_HUMAN,57.70,2,0,2,2,0,0,0,,2.1185E2,4.3644E2,,,,1,1,0,2,5,0,0,0,,66247,Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=2
3822,12404,Q9HD47|MOG1_HUMAN,57.63,5,5,0,0,0,5,5,4.2744E2,,,,2.1235E2,7.9679E2,1,1,1,0,0,0,1,2,,20448,Ran guanine nucleotide release factor OS=Homo sapiens OX=9606 GN=RANGRF PE=1 SV=1
3341,11574,Q96T60|PNKP_HUMAN,57.58,3,0,3,3,0,0,0,,1.2101E3,1.7028E3,,,,1,1,0,4,7,0,0,0,,57076,Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens OX=9606 GN=PNKP PE=1 SV=1
4075,4815,Q9Y487|VPP2_HUMAN,57.48,1,0,0,1,0,0,0,,,1.2903E3,,,,1,1,0,0,2,0,0,0,,98082,V-type proton ATPase 116 kDa subunit a2 OS=Homo sapiens OX=9606 GN=ATP6V0A2 PE=1 SV=2
3597,3755,Q8IY33|MILK2_HUMAN,57.41,1,1,0,1,1,0,0,7.7941E2,,2.0491E3,8.321E2,,,1,1,1,0,3,2,0,0,Carbamidomethylation,97502,MICAL-like protein 2 OS=Homo sapiens OX=9606 GN=MICALL2 PE=1 SV=1
3597,5598,Q8N3F8|MILK1_HUMAN,57.41,1,1,0,1,1,0,0,7.7941E2,,2.0491E3,8.321E2,,,1,1,1,0,3,2,0,0,Carbamidomethylation,93441,MICAL-like protein 1 OS=Homo sapiens OX=9606 GN=MICALL1 PE=1 SV=2
3329,11312,Q7Z422|SZRD1_HUMAN,57.39,14,14,14,14,0,14,14,2.0202E3,6.6163E2,6.2047E2,,1.4741E3,2.4726E3,1,1,4,1,1,0,3,2,,16997,SUZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SZRD1 PE=1 SV=1
4065,3590,Q6UWP8|SBSN_HUMAN,57.17,2,0,0,0,0,2,0,,,,,2.3896E2,,1,1,0,0,0,0,2,0,,60541,Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2
4674,13185,P53384|NUBP1_HUMAN,57.14,6,0,0,0,0,0,6,,,,,,2.3535E2,1,1,0,0,0,0,0,1,Carbamidomethylation,34535,Cytosolic Fe-S cluster assembly factor NUBP1 OS=Homo sapiens OX=9606 GN=NUBP1 PE=1 SV=2
3970,14453,Q00613|HSF1_HUMAN,57.14,4,0,0,0,0,0,4,,,,,,1.0538E3,1,1,0,0,0,0,0,3,Acetylation (Protein N-term),57261,Heat shock factor protein 1 OS=Homo sapiens OX=9606 GN=HSF1 PE=1 SV=1
4139,15118,Q9NUQ7|UFSP2_HUMAN,57.11,4,0,0,4,0,0,0,,,6.3664E2,,,,1,1,0,0,2,0,0,0,,53261,Ufm1-specific protease 2 OS=Homo sapiens OX=9606 GN=UFSP2 PE=1 SV=3
3960,13831,Q9NVA1|UQCC1_HUMAN,57.08,6,0,6,0,0,0,6,,1.8509E2,,,,2.6243E2,1,1,0,1,0,0,0,2,,34600,Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens OX=9606 GN=UQCC1 PE=1 SV=3
3988,3729,P01008|ANT3_HUMAN,57.03,2,0,2,0,2,0,0,,0,,1.8713E3,,,1,1,0,1,0,1,0,0,,52602,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1
2958,4412,P0CAP1|MYZAP_HUMAN,57.00,2,2,2,2,0,2,0,1.5909E3,1.3749E3,2.4527E3,,9.847E2,,1,1,6,5,7,0,2,0,,54206,Myocardial zonula adherens protein OS=Homo sapiens OX=9606 GN=MYZAP PE=1 SV=1
3184,10159,O75794|CD123_HUMAN,56.76,3,0,3,3,3,3,3,,2.8384E2,5.6846E2,1.7779E2,4.585E2,2.5505E2,1,1,0,4,4,1,4,2,,39135,Cell division cycle protein 123 homolog OS=Homo sapiens OX=9606 GN=CDC123 PE=1 SV=1
3263,8523,Q9Y282|ERGI3_HUMAN,56.72,2,2,2,2,2,2,2,1.2707E3,4.4875E2,6.9946E2,1.4554E3,2.212E3,1.7027E3,1,1,2,1,2,3,2,3,,43222,Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Homo sapiens OX=9606 GN=ERGIC3 PE=1 SV=1
4418,3884,Q15386|UBE3C_HUMAN,56.52,1,0,0,1,0,0,0,,,3.7647E2,,,,1,1,0,0,1,0,0,0,,123923,Ubiquitin-protein ligase E3C OS=Homo sapiens OX=9606 GN=UBE3C PE=1 SV=3
4038,3159,Q9Y6D9|MD1L1_HUMAN,56.47,6,0,0,0,3,3,0,,,,0,1.8525E2,,2,2,0,0,0,1,1,0,,83067,Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens OX=9606 GN=MAD1L1 PE=1 SV=2
2849,8739,Q86WB0|NIPA_HUMAN,56.46,2,0,2,2,2,2,2,,1.3582E3,1.7255E3,8.1654E2,1.2619E3,9.7829E2,1,1,0,7,4,3,8,2,,55262,Nuclear-interacting partner of ALK OS=Homo sapiens OX=9606 GN=ZC3HC1 PE=1 SV=1
4044,3509,Q7Z4Q2|HEAT3_HUMAN,56.06,2,0,0,2,2,0,0,,,2.5975E2,4.0779E2,,,1,1,0,0,1,1,0,0,,74583,HEAT repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=HEATR3 PE=1 SV=2
2962,4631,Q15027|ACAP1_HUMAN,55.89,2,2,2,2,2,2,2,6.7105E4,5.4365E4,4.7214E4,7.9242E4,7.3993E4,6.9211E4,1,1,3,3,4,4,3,3,,81536,Arf-GAP with coiled-coil  ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ACAP1 PE=1 SV=1
4614,7938,P0DOX2|IGA2_HUMAN,55.83,7,0,7,0,0,0,0,,0,,,,,1,1,0,1,0,0,0,0,Carbamidomethylation,48934,Immunoglobulin alpha-2 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2
4614,15121,P01876|IGHA1_HUMAN,55.83,9,0,9,0,0,0,0,,0,,,,,1,1,0,1,0,0,0,0,Carbamidomethylation,37655,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2
3749,4623,Q96RT1|ERBIN_HUMAN,55.65,1,0,1,1,0,0,0,,1.2839E3,9.1601E2,,,,1,1,0,3,1,0,0,0,,158297,Erbin OS=Homo sapiens OX=9606 GN=ERBIN PE=1 SV=2
3937,6218,Q99797|MIPEP_HUMAN,55.60,1,0,1,0,1,0,0,,5.209E2,,5.2611E2,,,1,1,0,2,0,1,0,0,,80641,Mitochondrial intermediate peptidase OS=Homo sapiens OX=9606 GN=MIPEP PE=1 SV=2
3528,15124,P20962|PTMS_HUMAN,55.58,11,11,11,11,0,0,0,1.1035E4,1.2501E4,9.378E3,,,,1,1,3,3,2,0,0,0,,11530,Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2
4016,3504,Q92614|MY18A_HUMAN,55.50,1,0,1,0,0,0,1,,0,,,,0,1,1,0,1,0,0,0,1,Carbamidomethylation,233113,Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3
3469,4004,Q9H9A5|CNO10_HUMAN,55.46,2,0,2,2,2,0,0,,5.7681E2,1.2027E3,3.94E2,,,1,1,0,2,5,1,0,0,,82310,CCR4-NOT transcription complex subunit 10 OS=Homo sapiens OX=9606 GN=CNOT10 PE=1 SV=1
4284,4346,Q969S9|RRF2M_HUMAN,55.19,2,0,0,0,2,0,0,,,,1.2319E2,,,1,1,0,0,0,1,0,0,Carbamidomethylation,86601,Ribosome-releasing factor 2  mitochondrial OS=Homo sapiens OX=9606 GN=GFM2 PE=1 SV=1
4712,15135,P82914|RT15_HUMAN,55.14,4,0,0,0,0,4,0,,,,,1.6271E2,,1,1,0,0,0,0,1,0,,29842,28S ribosomal protein S15  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS15 PE=1 SV=1
3141,9242,O60573|IF4E2_HUMAN,55.12,4,4,4,4,4,4,4,1.3432E4,9.57E3,5.7308E3,0,5.8585E3,9.3388E3,1,1,3,3,3,1,1,5,,28362,Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens OX=9606 GN=EIF4E2 PE=1 SV=1
4709,15123,Q5VWZ2|LYPL1_HUMAN,55.11,7,0,0,0,0,7,0,,,,,0,,1,1,0,0,0,0,1,0,,26316,Lysophospholipase-like protein 1 OS=Homo sapiens OX=9606 GN=LYPLAL1 PE=1 SV=3
4128,12742,P22004|BMP6_HUMAN,55.02,3,0,0,0,3,0,0,,,,1.0044E3,,,1,1,0,0,0,2,0,0,,57226,Bone morphogenetic protein 6 OS=Homo sapiens OX=9606 GN=BMP6 PE=1 SV=1
3260,15127,Q8NCU8|MTLN_HUMAN,54.94,18,18,18,18,18,18,18,9.307E2,8.8418E2,8.6455E2,5.4439E2,2.8667E2,3.4094E2,1,1,2,2,6,1,1,1,,6527,Mitoregulin OS=Homo sapiens OX=9606 GN=MTLN PE=1 SV=2
3930,14511,P61626|LYSC_HUMAN,54.91,8,8,0,0,0,0,0,3.0276E3,,,,,,1,1,3,0,0,0,0,0,Carbamidomethylation,16537,Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1
3853,4036,Q6DN90|IQEC1_HUMAN,54.89,2,0,2,2,0,0,0,,2.5918E2,6.3489E2,,,,1,1,0,1,2,0,0,0,,108314,IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IQSEC1 PE=1 SV=1
3906,5041,Q9NYJ8|TAB2_HUMAN,54.81,2,0,0,0,0,2,2,,,,,4.5495E2,5.6337E2,1,1,0,0,0,0,1,2,Acetylation (Protein N-term),76494,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens OX=9606 GN=TAB2 PE=1 SV=1
3311,13476,P15848|ARSB_HUMAN,54.76,2,2,2,2,2,0,0,2.0897E3,1.2749E3,1.1993E3,6.5428E2,,,1,1,7,2,2,1,0,0,,59687,Arylsulfatase B OS=Homo sapiens OX=9606 GN=ARSB PE=1 SV=1
